time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain
2003-11-18 12:00:00,26.1060009,241.5599976,0.020013428,87.23410469,2.92769525,0
2003-11-18 13:00:00,172.7359924,241.5700073,1.369989014,84.78341975,2.50049995,0
2003-11-18 14:00:00,293.2720032,241.5899963,2.709985352,82.18411816,2.217205545,0
2003-11-18 15:00:00,409.4719849,253.2899933,4.050012207,79.42950121,2.160601758,0
2003-11-18 16:00:00,452.5230103,253.3000031,5.230004883,79.17939042,2.701851113,0
2003-11-18 17:00:00,454.2659912,253.3200073,6.420037842,78.4633915,3.451449019,0
2003-11-18 18:00:00,391.2149963,258.230011,7.6,77.47708125,4.303591731,0
2003-11-18 19:00:00,301.1430054,258.2200012,6.490014648,80.20055018,4.112541946,0
2003-11-18 20:00:00,186.253006,258.2099915,5.390008545,82.86539442,4.123614982,0
2003-11-18 21:00:00,15.29599953,248.2100067,4.279992676,85.5635066,4.311705058,0
2003-11-18 22:00:00,0,248.2100067,3.469995117,87.53959039,4.925494903,0
2003-11-18 23:00:00,0,248.1999969,2.649987793,89.54400109,5.531554893,0
2003-11-19 00:00:00,0,263.9700012,1.830010986,91.50808253,6.147064452,0
2003-11-19 01:00:00,0,263.9700012,1.689996338,92.72590732,6.28805203,0
2003-11-19 02:00:00,0,263.9700012,1.540002441,94.02838918,6.435852643,0
2003-11-19 03:00:00,0,266.1099854,1.390008545,95.34405467,6.581321857,0
2003-11-19 04:00:00,0,266.1000061,1.249993896,95.74431381,6.560678459,0
2003-11-19 05:00:00,0,266.1000061,1.119989014,96.07579996,6.55305287,0
2003-11-19 06:00:00,0,290.9899902,0.980004883,96.4660707,6.540657521,0
2003-11-19 07:00:00,0,291,1.559991455,96.32543473,6.975077238,0
2003-11-19 08:00:00,0,291.0100098,2.140008545,96.03977539,7.398946093,0
2003-11-19 09:00:00,0,324.2799988,2.719995117,95.63169026,7.833798374,0
2003-11-19 10:00:00,0,324.2799988,3.059991455,96.04372767,8.154097421,0
2003-11-19 11:00:00,0,324.2900085,3.409997559,96.31340866,8.485664296,0
2003-11-19 12:00:00,11.24199963,334.2600098,3.760003662,96.52256383,8.813920606,0
2003-11-19 13:00:00,84.02400208,334.2799988,4.700036621,94.40172062,8.916524077,0
2003-11-19 14:00:00,143.871994,334.2900085,5.649987793,92.1360856,9.014527298,0
2003-11-19 15:00:00,150.8159943,353.769989,6.6,89.81128501,9.119281802,0
2003-11-19 16:00:00,166.8840027,353.7900085,7.400048828,90.95937183,9.423698658,0.0033504
2003-11-19 17:00:00,167.598999,353.7999878,8.200006104,91.74000353,9.741221723,0.0088416
2003-11-19 18:00:00,170.8070068,360.8399963,8.999993896,92.20167992,10.05944823,0.015206401
2003-11-19 19:00:00,131.3139954,360.8500061,9.610009766,93.17412804,9.924056777,0.035251199
2003-11-19 20:00:00,80.85600281,360.8599854,10.23000488,93.85983393,9.780848801,0.028060799
2003-11-19 21:00:00,13.3920002,355.7999878,10.83999023,94.40571317,9.647299693,0.0067104
2003-11-19 22:00:00,0,355.7999878,10.98000488,94.7991259,9.901929157,0.0011808
2003-11-19 23:00:00,0,355.7999878,11.11998901,95.17325924,10.1477735,0
2003-11-20 00:00:00,0,345.3099976,11.26000366,95.53035097,10.4071705,0
2003-11-20 01:00:00,0,345.3099976,11.36000977,95.43542621,10.83228981,0
2003-11-20 02:00:00,0,345.3099976,11.45998535,95.33402625,11.27440423,0
2003-11-20 03:00:00,0,361.6000061,11.55999146,95.23083012,11.70625904,0.0015984
2003-11-20 04:00:00,0,361.6000061,11.70998535,95.91105302,10.9025916,0.0045744
2003-11-20 05:00:00,0,361.6000061,11.85,96.62575779,10.08607455,0.046531199
2003-11-20 06:00:00,0,359.230011,11.9999939,97.25246464,9.279278217,0.074188803
2003-11-20 07:00:00,0,359.230011,11.96999512,97.02189766,7.650653443,0.066441599
2003-11-20 08:00:00,0,359.230011,11.93999634,96.79037097,6.052602515,0.089846397
2003-11-20 09:00:00,0,356.7399902,11.91002808,96.55772632,4.488296006,0.126710403
2003-11-20 10:00:00,0,356.7399902,11.7499939,97.11937196,2.13021161,0.083251202
2003-11-20 11:00:00,0,356.7399902,11.6,97.61924914,1.046900148,0.085737602
2003-11-20 12:00:00,4.699999809,349.269989,11.43999634,98.1825348,3.13359207,0.059596802
2003-11-20 13:00:00,40.56000137,349.2600098,10.92000732,95.55841211,5.758029373,0.034099199
2003-11-20 14:00:00,70.06401062,349.25,10.39998779,92.63244539,8.416085657,0.0038016
2003-11-20 15:00:00,74.59200287,340.4299927,9.879998779,89.37573771,11.09026631,0.0038064
2003-11-20 16:00:00,82.65200043,340.4200134,9.040002441,88.3151732,11.1808991,0.0038016
2003-11-20 17:00:00,83.03399658,340.4100037,8.190026855,86.91642696,11.28842318,0.0001056
